,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1073,1074,60,RL,75.0,7950.0,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0,155.0,690.0,GasA,TA,Y,SBrkr,698.0,728.0,0,1426.0,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1977.0,Fin,2,440.0,TA,TA,Y,252.0,0.0,0,0,0,0.0,,MnPrv,,0,7,2009,WD,Normal,159500.0
1074,1075,20,RL,74.0,8556.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240.0,0.0,0,1240.0,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,RFn,3,826.0,TA,TA,Y,140.0,93.0,0,0,0,0.0,,,,0,5,2007,WD,Normal,194000.0
1075,1076,70,RL,75.0,13125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,Unf,0,390.0,800.0,GasA,TA,Y,SBrkr,960.0,780.0,0,1740.0,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2007,CWD,Normal,219500.0
1076,1077,50,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626.0,Unf,0,170.0,796.0,GasA,Gd,Y,SBrkr,1096.0,370.0,0,1466.0,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566.0,TA,TA,Y,436.0,21.0,0,0,0,0.0,,,Shed,500,4,2006,WD,Normal,170000.0
1077,1078,20,RL,,15870.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75.0,Rec,791,230.0,1096.0,GasA,Ex,Y,SBrkr,1096.0,0.0,0,1096.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1969.0,Fin,1,299.0,TA,TA,Y,240.0,32.0,0,0,0,0.0,,,,0,3,2006,WD,Abnorml,138800.0
1078,1079,120,RM,37.0,4435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848.0,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420.0,TA,TA,Y,140.0,0.0,0,0,0,0.0,,,,0,5,2006,WD,Normal,155900.0
1079,1080,20,RL,65.0,8775.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,0,495.0,990.0,GasA,Gd,Y,SBrkr,990.0,0.0,0,990.0,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,1,299.0,TA,TA,Y,0.0,64.0,0,0,0,0.0,,,,0,4,2007,WD,Normal,126000.0
1080,1081,20,RL,80.0,11040.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656.0,Unf,0,602.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0,1258.0,0,1,2,0,3,1,Gd,5,Typ,0,,Attchd,1971.0,RFn,2,528.0,TA,TA,Y,55.0,0.0,0,216,0,0.0,,,,0,10,2008,COD,Abnorml,145000.0
1081,1082,20,RL,75.0,7500.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040.0,0.0,0,1040.0,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1963.0,Fin,1,308.0,TA,TA,Y,0.0,0.0,220,0,0,0.0,,MnPrv,,0,6,2010,WD,Normal,133000.0
1082,1083,20,RL,70.0,8749.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1459.0,1459.0,GasA,Ex,Y,SBrkr,1459.0,0.0,0,1459.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527.0,TA,TA,Y,192.0,39.0,0,0,0,0.0,,,,0,9,2007,WD,Normal,192000.0
1083,1084,20,RL,80.0,8800.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0,698.0,1251.0,GasA,TA,Y,SBrkr,1251.0,0.0,0,1251.0,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461.0,TA,TA,Y,0.0,116.0,0,0,0,0.0,,MnPrv,Shed,700,3,2006,WD,Normal,160000.0
1084,1085,60,RL,,13031.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592.0,Unf,0,99.0,691.0,GasA,Gd,Y,SBrkr,691.0,807.0,0,1498.0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409.0,TA,TA,Y,315.0,44.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,187500.0
1085,1086,85,RL,73.0,9069.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747.0,Unf,0,189.0,936.0,GasA,Ex,Y,SBrkr,996.0,0.0,0,996.0,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1992.0,Unf,2,564.0,TA,TA,Y,120.0,0.0,0,0,0,0.0,,,,0,4,2010,WD,Normal,147000.0
1086,1087,160,RM,,1974.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0,212.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0,1092.0,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1973.0,RFn,1,286.0,TA,TA,Y,120.0,96.0,0,0,0,0.0,,,,0,5,2010,WD,Normal,83500.0
1087,1088,60,FV,85.0,10574.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082.0,871.0,0,1953.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043.0,TA,TA,Y,160.0,50.0,0,0,0,0.0,,,,0,5,2009,WD,Normal,252000.0
1088,1089,160,RM,24.0,2522.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,970.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0,1709.0,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380.0,TA,TA,Y,0.0,40.0,0,0,0,0.0,,,,0,4,2006,WD,Normal,137500.0
1089,1090,120,FV,37.0,3316.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039.0,Unf,0,208.0,1247.0,GasA,Ex,Y,SBrkr,1247.0,0.0,0,1247.0,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550.0,TA,TA,Y,0.0,84.0,0,0,0,0.0,,,,0,4,2006,WD,Normal,197000.0
1090,1091,90,RL,60.0,8544.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,Wall,Fa,N,FuseA,1040.0,0.0,0,1040.0,0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1987.0,Unf,2,400.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,6,2009,WD,Normal,92900.0
1091,1092,160,FV,24.0,2160.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0,90.0,600.0,GasA,Ex,Y,SBrkr,624.0,628.0,0,1252.0,1,0,2,1,2,1,Gd,4,Typ,0,,Detchd,1999.0,Unf,2,462.0,TA,TA,Y,0.0,48.0,0,0,0,0.0,,,,0,3,2008,WD,Normal,160000.0
1092,1093,50,RL,60.0,8400.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390.0,304.0,0,1694.0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576.0,TA,TA,Y,342.0,0.0,128,0,0,0.0,,,,0,6,2008,WD,Normal,136500.0
1093,1094,20,RL,71.0,9230.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0,203.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0,1200.0,1,0,1,1,1,1,Gd,6,Typ,0,,Detchd,1977.0,Unf,2,884.0,TA,TA,Y,0.0,64.0,0,0,0,0.0,,MnPrv,,0,10,2006,WD,Normal,146000.0
1094,1095,20,RL,74.0,5868.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248.0,Rec,240,448.0,936.0,GasA,Ex,Y,SBrkr,936.0,0.0,0,936.0,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1956.0,Fin,1,308.0,TA,TA,Y,0.0,0.0,80,0,160,0.0,,,,0,5,2010,WD,Normal,129000.0
1095,1096,20,RL,78.0,9317.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314.0,0.0,0,1314.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,440.0,TA,TA,Y,0.0,22.0,0,0,0,0.0,,,,0,3,2007,WD,Normal,176432.0
1096,1097,70,RM,60.0,6882.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,684.0,684.0,GasA,TA,Y,SBrkr,773.0,582.0,0,1355.0,0,0,1,1,3,1,Gd,7,Typ,0,,,,,0,0.0,,,Y,136.0,0.0,115,0,0,0.0,,,,0,3,2007,WD,Normal,127000.0
1097,1098,120,RL,,3696.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,1074.0,1074.0,GasA,Ex,Y,SBrkr,1088.0,0.0,0,1088.0,0,0,1,1,2,1,Gd,5,Typ,0,,Attchd,1987.0,RFn,2,461.0,TA,TA,Y,0.0,74.0,137,0,0,0.0,,,,0,10,2007,WD,Normal,170000.0
1098,1099,50,RM,50.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0,0.0,672.0,GasA,TA,Y,SBrkr,757.0,567.0,0,1324.0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1936.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,128000.0
1099,1100,20,RL,82.0,11880.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704.0,Unf,0,567.0,1271.0,GasA,TA,Y,SBrkr,1601.0,0.0,0,1601.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,478.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,4,2009,COD,Abnorml,157000.0
1100,1101,30,RL,60.0,8400.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0,0.0,290.0,GasA,TA,N,FuseF,438.0,0.0,0,438.0,0,0,1,0,1,1,Fa,3,Typ,0,,Detchd,1930.0,Unf,1,246.0,TA,TA,N,0.0,0.0,0,0,0,0.0,,,,0,1,2009,WD,Normal,60000.0
1101,1102,20,RL,61.0,9758.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,287,251.0,950.0,GasA,TA,Y,SBrkr,950.0,0.0,0,950.0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,1,280.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2007,WD,Normal,119500.0
1102,1103,20,RL,70.0,7000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,Unf,0,422.0,1010.0,GasA,Ex,Y,SBrkr,1134.0,0.0,0,1134.0,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1960.0,RFn,1,254.0,TA,TA,Y,0.0,16.0,0,0,0,0.0,,MnWw,,0,4,2007,WD,Family,135000.0
1103,1104,20,RL,79.0,8910.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0,0.0,655.0,GasA,Ex,Y,SBrkr,1194.0,0.0,0,1194.0,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2,539.0,TA,TA,Y,0.0,0.0,192,0,0,0.0,,,,0,7,2006,WD,Normal,159500.0
1104,1105,160,RM,24.0,2016.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,630.0,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0,1302.0,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1970.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,4,2007,WD,Normal,106000.0
1105,1106,60,RL,98.0,12256.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0,431.0,1463.0,GasA,Ex,Y,SBrkr,1500.0,1122.0,0,2622.0,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,712.0,TA,TA,Y,186.0,32.0,0,0,0,0.0,,,,0,4,2010,WD,Normal,325000.0
1106,1107,20,RL,114.0,10357.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,0,172.0,910.0,GasA,Gd,Y,SBrkr,1442.0,0.0,0,1442.0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,719.0,TA,TA,Y,0.0,244.0,0,0,0,0.0,,,,0,5,2007,WD,Normal,179900.0
1107,1108,60,RL,168.0,23257.0,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0,868.0,868.0,GasA,Ex,Y,SBrkr,887.0,1134.0,0,2021.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,422.0,TA,TA,Y,0.0,100.0,0,0,0,0.0,,,,0,9,2006,New,Partial,274725.0
1108,1109,60,RL,,8063.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,924.0,924.0,GasA,Ex,Y,SBrkr,948.0,742.0,0,1690.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,463.0,TA,TA,Y,100.0,48.0,0,0,0,0.0,,,,0,11,2007,WD,Abnorml,181000.0
1109,1110,20,RL,107.0,11362.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0,797.0,1836.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0,1836.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862.0,TA,TA,Y,125.0,185.0,0,0,0,0.0,,,,0,3,2009,WD,Normal,280000.0
1110,1111,60,RL,,8000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0,554.0,773.0,GasA,Gd,Y,SBrkr,773.0,885.0,0,1658.0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,431.0,TA,TA,Y,224.0,84.0,0,0,0,0.0,,,,0,6,2008,WD,Normal,188000.0
1111,1112,60,RL,80.0,10480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0,400.0,803.0,GasA,TA,Y,SBrkr,1098.0,866.0,0,1964.0,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,483.0,TA,TA,Y,0.0,69.0,0,0,0,0.0,,,,0,9,2008,WD,Normal,205000.0
1112,1113,20,RL,73.0,7100.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708.0,Unf,0,108.0,816.0,GasA,TA,Y,FuseA,816.0,0.0,0,816.0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,1,308.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,129900.0
1113,1114,20,RL,66.0,8923.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643.0,Unf,0,365.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0,1008.0,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1953.0,Unf,1,240.0,TA,TA,Y,0.0,18.0,0,0,0,0.0,,,,0,5,2007,WD,Normal,134500.0
1114,1115,20,RL,90.0,5400.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415.0,Unf,0,418.0,833.0,GasA,Ex,Y,SBrkr,833.0,0.0,0,833.0,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1955.0,Unf,1,326.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,MnPrv,,0,8,2006,WD,Normal,117000.0
1115,1116,20,RL,93.0,12085.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004.0,Unf,0,730.0,1734.0,GasA,Ex,Y,SBrkr,1734.0,0.0,0,1734.0,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3,928.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,11,2007,New,Partial,318000.0
1116,1117,80,RL,,7750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0,55.0,408.0,GasA,Ex,Y,SBrkr,779.0,640.0,0,1419.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2,527.0,TA,TA,Y,120.0,0.0,0,0,0,0.0,,,,0,3,2009,WD,Normal,184100.0
1117,1118,20,RL,57.0,9764.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,Unf,0,192.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0,894.0,1,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967.0,RFn,2,450.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,5,2008,WD,Normal,130000.0
1118,1119,80,RL,85.0,13825.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,533.0,533.0,GasA,TA,Y,SBrkr,1021.0,580.0,0,1601.0,0,1,1,0,3,1,TA,6,Min2,0,,BuiltIn,1958.0,RFn,1,300.0,TA,TA,Y,280.0,34.0,0,0,0,0.0,,,,0,12,2008,WD,Normal,140000.0
1119,1120,20,RL,70.0,7560.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0,671.0,1040.0,GasA,TA,Y,FuseA,1040.0,0.0,0,1040.0,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,286.0,TA,TA,Y,140.0,0.0,252,0,0,0.0,,GdWo,,0,7,2006,WD,Normal,133700.0
1120,1121,30,RM,59.0,8263.0,Pave,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1012.0,1012.0,GasA,TA,Y,FuseA,1012.0,0.0,0,1012.0,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,1,308.0,TA,TA,Y,0.0,22.0,112,0,0,0.0,,MnPrv,,0,5,2007,WD,Normal,118400.0
